gene	01_ctrl	02_ctrl	03_ctrl	04_ctrl	05_tx	06_tx	07_tx	08_tx
A930005H10Rik	57	83	75	72	55	43	110	59
Dph5	935	890	924	861	808	657	771	603
Slc30a7	235	301	318	320	269	271	366	260
Mir669n	0	0	0	0	0	0	0	0
Extl2	171	177	180	123	163	132	171	154
Gm26344	0	0	0	0	0	0	0	0
Gm31384	0	0	0	0	0	0	0	0
Vcam1	32	17	21	30	12	26	21	22
5330425B07Rik	0	0	0	0	0	0	0	0
Gm26544	0	0	0	0	0	0	0	0
Gm31651	0	0	0	0	0	0	0	0
Gpr88	1	0	1	3	0	1	0	0
Gm46839	0	0	0	0	0	0	0	0
Cdc14a	147	131	145	101	115	93	117	121
Gm40125	0	4	3	0	0	0	7	0
Rtca	752	802	806	798	701	648	631	689
Dbt	410	437	479	399	488	438	373	410
Lrrc39	1	1	6	2	2	1	0	0
Trmt13	498	533	619	480	474	432	433	348
Sass6	645	505	698	538	611	509	448	431
Mfsd14a	539	468	501	550	592	537	513	488
Gm51275	0	0	0	0	0	0	0	0
Slc35a3	671	611	737	723	550	639	715	491
Gm40126	11	1	10	0	0	1	22	5
Agl	93	100	120	128	105	158	90	89
Gm40127	0	0	0	0	0	0	0	0
Gm40128	0	0	3	0	0	0	0	0
Frrs1	1694	1954	1679	1776	1706	1798	1662	1534
Palmd	10	5	10	12	10	9	10	9
Gm32148	0	3	0	0	0	0	0	0
Gm52613	0	0	0	0	0	0	0	0
4930455H04Rik	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0	0	0
Gm32216	0	0	0	0	0	0	0	0
Gm40130	0	0	0	0	0	0	0	0
Plppr4	0	0	0	0	0	1	0	0
Plppr5	0	0	0	0	0	0	0	0
Snx7	4	9	2	4	3	7	5	3
Gm52614	0	0	0	0	0	0	0	0
Gm32344	0	0	0	0	0	0	0	0
Mir137	0	0	0	0	0	0	0	0
Gm26871	0	0	0	0	0	0	0	0
Dpyd	0	0	0	0	0	2	0	0
Gm32577	0	0	0	0	0	0	0	0
Gm32632	0	0	0	0	0	0	0	0
Gm40131	0	0	0	0	0	0	0	0
Gm23432	0	0	0	0	0	0	0	0
Ptbp2	338	301	354	322	274	371	249	293
Gm23733	0	0	0	0	0	0	0	0
6530403H02Rik	0	0	0	0	0	0	0	0
Gm25013	0	0	0	0	0	0	0	0
Gm52615	0	0	0	0	0	0	0	0
Gm40133	0	0	0	0	0	0	0	0
Rwdd3	23	9	27	24	11	22	37	8
Tlcd4	0	0	5	1	4	2	3	1
Alg14	113	89	75	91	96	64	114	66
Gm33310	32	24	29	13	2	41	16	35
Gm33363	56	42	86	49	49	71	70	50
Gm40134	0	0	0	0	0	0	0	2
Cnn3	842	756	990	1001	905	916	907	814
Slc44a3	7	2	1	5	1	8	4	0
Gm38684	0	0	1	0	0	0	0	0
A530020G20Rik	1	1	2	2	1	0	1	1
Gm40135	0	1	0	3	0	0	0	0
Gm33547	0	0	0	0	0	0	0	0
Gm33485	0	0	0	0	0	0	0	0
Gm33708	0	0	0	0	0	0	0	0
A730020M07Rik	0	1	0	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0	0	0
F3	11	7	8	12	10	16	16	11
Abcd3	743	697	634	660	517	561	569	549
Gm33924	0	0	0	0	0	0	0	0
Gm33987	0	0	0	0	0	0	0	0
Gm34050	0	1	1	0	0	0	0	0
Gm34119	0	0	0	0	0	0	0	0
Gm46821	1	0	0	0	0	0	0	0
Arhgap29	70	40	73	89	44	64	54	41
Abca4	1	0	1	1	0	0	2	1
Gm40138	0	0	0	0	0	0	0	0
Gm46822	0	0	6	10	0	13	1	10
Gm40137	0	0	0	0	0	0	0	0
Gclm	643	717	539	618	643	711	595	500
Dnttip2	4376	3959	4573	4051	4327	3809	4001	3768
n-TRtct2	173	153	138	118	141	122	180	92
Mir760	0	0	0	0	0	0	0	0
Gm40139	0	0	0	0	0	0	0	0
Gm4610	1	0	3	1	3	2	3	3
LOC115489839	0	0	0	0	1	0	0	0
Bcar3	7	3	5	4	3	3	6	6
Gm34349	0	0	0	0	0	0	0	0
Fnbp1l	45	54	38	39	41	37	38	28
Mir7657	0	0	0	0	0	0	0	0
Gm43568	0	1	0	0	0	0	0	0
Gm40140	0	0	0	0	0	0	0	0
Pde5a	56	49	29	17	42	37	31	16
4930447N08Rik	0	0	0	0	0	0	0	0
Gm34577	0	0	0	0	0	0	0	0
4933405D12Rik	3	0	0	0	0	0	0	0
Fabp2	0	0	0	0	0	0	0	0
1810037I17Rik	967	1239	1144	1267	998	1194	1323	999
Usp53	280	359	288	231	246	255	327	201
Myoz2	3	0	2	4	0	4	1	2
Synpo2	3	5	1	6	2	1	1	1
Sec24d	51	60	51	52	40	12	32	43
Mettl14	730	756	773	756	637	575	599	624
Gm22713	0	0	0	0	0	0	0	0
Gm40143	0	0	0	0	0	0	0	0
Gm35065	0	0	20	0	6	0	0	4
Prss12	3	8	12	6	0	10	0	18
Snhg8	1600	1534	1762	1853	1480	1443	1625	1437
Snora24	0	0	0	0	0	0	0	0
Ndst3	0	0	0	0	0	0	0	0
Gm24456	0	1	0	0	0	0	0	0
Gm40144	0	0	0	0	0	0	0	0
Tram1l1	1	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0
Gm22575	0	0	0	0	0	0	0	0
Gm22900	1	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0
Ndst4	0	0	0	0	0	0	0	0
Gm35237	0	0	0	0	0	0	0	0
Gm35186	0	0	0	0	0	0	0	0
Ugt8a	0	1	0	1	0	0	0	0
Gm40145	0	0	0	0	0	0	0	0
Gm40146	0	0	0	0	0	0	0	0
Arsj	0	2	1	1	0	0	0	0
Gm35408	0	0	0	0	0	0	0	0
Gm35351	0	0	0	0	0	0	0	0
Gm46823	0	0	0	0	0	0	0	0
Camk2d	689	644	710	796	658	643	713	609
Gm15551	0	0	0	0	0	1	0	0
Ank2	2	0	0	0	1	0	1	2
Gm25501	0	0	0	0	0	0	0	0
Gm16958	0	0	0	0	0	0	0	0
Gm52631	0	0	0	0	0	0	0	0
Gm46824	0	0	2	0	0	1	0	0
Gm35535	0	0	0	0	0	0	0	0
Larp7	3923	3395	4015	3848	3669	3215	3447	3315
Gm51018	0	0	0	0	0	0	0	0
Mir302b	0	0	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0	0	0
Mir367	0	0	0	0	0	0	0	0
Zgrf1	668	749	776	658	510	606	575	495
Gm40147	0	0	0	0	0	0	0	0
Neurog2	0	0	3	0	0	0	0	0
Alpk1	11	2	5	4	0	14	16	4
Tifa	3	6	1	0	1	5	1	4
Ap1ar	1279	1107	1190	1320	1253	1341	1403	1033
Gm43653	0	12	0	0	4	0	0	0
Gm35585	0	0	0	0	0	0	0	0
Fam241a	724	709	758	674	744	728	706	708
9830132P13Rik	0	0	0	0	0	0	0	0
Gm35667	0	0	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0	0	0
Gm52639	0	0	1	0	0	0	0	0
Gm40148	0	0	0	0	0	0	0	0
Gm35726	0	0	0	0	0	0	0	0
Gm40149	0	0	0	0	0	0	0	0
Pitx2	1	0	0	0	0	0	0	0
Enpep	4	5	2	6	10	2	6	1
Gm35787	0	0	0	0	0	0	0	0
Pou5f1-rs4	0	0	0	0	0	0	0	0
Gm35986	0	0	6	1	0	0	8	0
Elovl6	1020	991	865	793	972	906	836	963
Egf	5	3	11	18	1	2	0	0
6330410L21Rik	0	0	0	0	0	0	0	0
Lrit3	0	1	0	0	0	0	0	0
Gm36130	0	0	0	0	0	0	0	0
Rrh	0	0	0	0	0	0	0	0
Gar1	5250	4828	5679	5718	5304	5301	5468	4670
Cfi	0	0	0	0	0	1	0	1
Gm36180	4	0	7	7	4	3	4	14
Pla2g12a	1844	1470	1537	1610	1498	1510	1561	1404
Gm46825	0	0	0	0	1	0	0	0
Casp6	349	431	477	361	328	483	433	329
Gm40150	0	13	0	0	0	0	0	11
Mcub	24	32	28	37	56	22	36	72
Gm40151	0	0	0	0	0	0	0	0
Sec24b	659	638	556	571	649	603	823	527
Col25a1	0	0	0	0	0	0	0	1
Gm22682	0	0	0	3	0	0	10	0
Etnppl	0	0	0	0	0	0	0	0
Gm36322	0	0	0	0	0	0	0	4
Gm36373	0	0	0	0	0	0	0	0
Ostc	3320	2566	3341	2807	2859	2825	3089	2744
Rpl34	21687	19640	22969	20388	18645	19242	21832	19902
Gm43522	0	0	0	0	0	0	0	0
Gm36443	0	0	0	0	0	0	0	0
Gm36520	0	0	0	0	0	0	0	0
Gm36603	0	0	0	0	0	0	5	2
Lef1	2364	2223	2356	1906	1834	2016	1997	1775
Hadh	442	616	544	534	456	501	502	480
Cyp2u1	0	0	0	1	0	0	0	5
Sgms2	0	0	0	0	0	0	0	0
Gm36753	0	0	0	0	0	0	0	0
Gm36863	0	0	0	0	0	0	0	0
Papss1	215	209	213	193	170	230	197	188
Gm36917	0	0	0	0	0	0	0	0
Gm29865	0	0	0	0	0	0	0	0
Gm29949	0	0	0	0	0	0	0	0
Gm22421	0	0	0	0	0	0	0	0
Dkk2	1	0	0	0	0	0	1	1
Gm30147	0	0	0	0	0	0	0	0
Gimd1	0	0	0	0	0	0	0	0
Aimp1	4546	4205	4269	4380	4350	3723	4542	4010
Tbck	323	293	263	316	303	324	355	240
Gm30294	2	2	1	0	0	1	1	0
Gm29811	0	0	0	0	0	0	1	1
Npnt	46	61	47	29	57	37	37	32
Gm23196	0	0	0	0	0	0	0	0
Gstcd	623	691	677	737	626	751	723	626
Ints12	148	170	176	125	181	126	116	105
Arhgef38	3	1	0	1	1	2	2	1
Gm52616	0	0	0	0	0	0	0	0
Ppa2	708	778	840	605	737	748	775	704
Tet2	522	599	515	642	498	561	533	364
LOC115486190	0	0	0	0	0	0	0	0
Gm40153	0	0	0	0	0	0	0	0
Gm6135	0	0	0	0	0	0	0	0
Gm30484	0	0	0	0	0	0	0	0
Gm26691	0	0	0	0	0	0	0	0
Gm30648	0	1	0	1	0	0	1	0
Cxxc4	1	0	1	0	1	2	0	0
Mir1895	0	0	0	0	0	0	0	0
4930539C22Rik	0	0	0	0	0	0	0	0
Tacr3	0	0	0	0	0	0	0	0
Cenpe	1956	2148	1999	1758	1698	1402	1577	1258
Bdh2	12	17	10	39	15	29	9	16
Gm46826	0	0	0	0	0	0	0	0
Slc9b2	36	34	32	39	24	44	42	33
Slc9b1	0	0	0	0	0	0	0	0
Cisd2	1820	1721	1830	1739	1692	1920	2248	1597
4930539J05Rik	5	0	0	3	0	0	9	6
Ube2d3	5013	4798	4755	4621	4462	4523	5035	4488
Gm30992	5	0	0	16	6	18	3	12
Manba	2	3	6	6	1	9	45	14
Nfkb1	3437	3411	3766	3964	4147	4264	3999	3601
Gm46827	0	0	0	0	0	0	0	0
Slc39a8	260	169	278	270	292	317	269	221
4933401H06Rik	0	0	0	0	0	0	0	0
Gm31243	0	0	0	0	0	0	0	0
Bank1	5	2	3	10	2	3	1	1
1700030L20Rik	0	0	0	0	0	0	0	0
Ppp3ca	635	619	692	708	675	786	668	634
1700006H20Rik	0	0	0	0	0	0	0	0
Gm26107	1	1	0	0	0	0	1	0
Gm567	0	0	0	0	0	0	0	0
Emcn	9	6	5	7	8	7	6	4
Gm38650	0	0	0	0	0	0	0	0
Gm4861	0	0	0	0	0	0	0	0
Ddit4l	1	1	0	1	2	4	0	1
Gm25080	10	0	8	5	1	2	0	9
Mir6380	0	0	0	0	0	0	0	0
Gm31678	0	0	0	0	0	0	0	0
Gm43403	0	6	0	1	1	3	0	11
H2az1	1033	942	1035	1111	807	910	826	857
Dnajb14	166	151	197	181	193	94	144	166
Gm40155	87	97	105	61	52	155	43	59
Lamtor3	319	576	429	428	391	412	555	475
Dapp1	101	157	83	127	128	89	108	61
Gm19708	5	8	6	0	3	0	0	0
Gm5105	0	0	0	0	0	0	0	0
1110002E22Rik	8	0	12	22	0	3	0	4
Gm52617	0	0	0	0	0	0	0	0
Mttp	20	36	10	25	16	21	26	15
Trmt10a	1293	1261	1260	1278	1190	977	932	948
4930579F01Rik	0	0	0	0	0	0	0	0
Adh7	7	4	13	2	1	4	3	2
0610031O16Rik	0	0	0	0	0	0	0	0
Gm40156	0	0	0	0	0	0	0	0
Adh1	28	21	24	26	24	28	25	23
Gm16559	0	0	0	0	0	0	0	0
Adh6a	0	0	0	0	0	0	0	0
Adh6b	0	0	0	0	0	0	0	0
LOC115489864	0	0	0	0	0	0	0	0
Adh6-ps1	0	0	0	0	0	0	0	0
Adh4	2	11	3	28	12	7	11	5
Adh5	1452	1584	1304	1267	1383	1381	1469	1455
Metap1	1712	1619	1801	1704	1816	1774	1784	1814
Gm32553	159	154	146	83	217	103	154	135
Eif4e	3254	2942	3047	2933	3225	2770	3066	2838
Mir1956	0	0	0	0	0	0	0	2
4930425O10Rik	0	0	0	0	0	0	0	0
Tspan5	854	657	762	754	717	691	884	631
Rap1gds1	1239	1110	1230	1133	1211	1118	1257	1225
Stpg2	9	0	0	0	0	3	0	0
Gm24260	1	0	0	0	8	0	0	0
Gm32693	0	0	0	0	0	0	0	0
Mir7j	0	0	0	0	0	0	0	0
Gm32754	0	0	0	0	0	0	0	0
Gm32875	0	0	0	0	0	0	0	0
4930590L14Rik	0	0	0	0	0	0	0	0
Pdha2	0	0	0	0	0	0	0	0
Unc5c	2	1	2	5	0	5	1	2
LOC115489732	0	0	0	0	0	0	0	0
Gm15689	0	0	0	0	0	1	4	0
Bmpr1b	0	1	0	0	3	1	0	1
Pdlim5	354	298	416	418	357	307	316	284
Gm33189	9	18	20	3	12	16	1	12
Gbp5	1313	1172	1246	991	897	917	944	780
Gbp7	560	497	507	538	460	388	488	422
Gbp3	132	122	155	72	106	133	180	110
Gm40158	0	0	0	0	0	0	0	0
Gbp2b	0	0	0	0	0	0	0	0
Gbp2	1537	1623	1762	1442	1630	1614	1612	1307
Mir6381	0	0	0	0	0	0	0	0
Kyat3	255	194	215	212	187	263	191	205
Gtf2b	603	419	588	658	476	579	539	496
Gm24457	0	0	0	0	0	1	0	0
Pkn2	1872	1851	1913	1833	1978	1726	1970	1743
9530052C20Rik	8	5	13	15	2	8	1	0
Gm33289	0	0	0	0	0	0	0	0
4930519L02Rik	0	0	0	0	0	0	0	0
A830019L24Rik	1	0	0	0	0	0	0	0
Gm40159	0	0	0	0	0	0	0	0
Gm33514	0	0	0	0	0	0	0	0
Gm52618	0	0	0	0	0	0	0	0
Gm33604	0	0	0	0	0	0	0	0
Gm33651	0	0	0	0	0	0	0	0
Gm33758	0	0	0	0	0	0	0	0
Gm33809	0	0	0	0	0	0	0	0
Gm6260	0	0	0	0	0	0	0	0
Gm24728	0	0	0	0	0	0	0	0
Gm33867	0	0	0	0	0	0	0	0
Gm33925	0	0	0	0	0	0	0	0
Gm40160	0	0	0	0	0	0	0	0
Gm33988	0	0	0	0	0	0	0	0
Gm40161	0	0	0	0	0	0	0	0
Gm34078	0	0	0	0	0	0	0	0
Gm34162	3	0	0	0	1	0	0	0
Lmo4	2186	2192	2259	2175	1437	1477	1557	1363
Gm46828	4	6	2	4	1	1	7	6
Gm34434	0	0	0	0	0	0	0	0
Hs2st1	632	644	654	653	713	582	618	611
Gm43707	336	302	394	273	326	265	317	270
Gm43560	355	238	337	223	360	281	208	236
Gm46829	287	364	325	279	381	357	328	269
Selenof	829	1013	1119	982	1008	1100	1176	1038
Sh3glb1	3543	3118	3425	3322	3353	3363	3136	2789
Clca3a1	4	1	5	11	1	6	2	4
Gm34866	0	0	0	0	0	0	0	0
Clca3a2	0	0	0	0	0	0	0	0
Clca3b	0	0	0	0	0	0	0	0
Clca4c-ps	0	0	0	0	0	0	0	0
Clca4b	0	0	0	0	0	0	0	0
Clca4a	0	0	0	0	0	0	0	0
Gm35066	0	0	0	0	0	0	0	0
Clca1	1	0	0	0	1	0	0	1
Clca2	0	0	0	0	0	0	0	0
Gm40163	0	0	0	0	0	0	0	0
Odf2l	187	285	290	280	230	217	167	215
Col24a1	0	0	0	0	0	0	0	0
Gm35133	0	0	0	0	0	0	0	0
Znhit6	1882	1521	1826	1695	1638	1803	1849	1504
Gm40164	0	0	0	0	0	0	0	0
Ccn1	22	31	29	19	11	16	16	21
Gm17501	1	1	0	1	2	0	0	2
Ddah1	14	17	15	11	8	18	11	22
Gm35187	0	0	0	0	0	0	0	0
Bcl10	843	758	916	950	896	737	822	633
2410004B18Rik	359	347	417	321	310	444	407	323
Gm35352	1	0	3	2	20	1	1	3
Syde2	123	137	140	111	105	167	95	135
Gm40166	0	0	0	0	0	0	0	0
Gm35409	0	0	0	0	0	0	0	0
Wdr63	1	3	0	0	1	0	2	0
Mcoln3	1	2	0	1	1	1	0	3
Mcoln2	42	44	28	26	7	63	62	53
Lpar3	0	0	2	2	1	1	1	1
Gm40167	0	0	0	0	0	0	0	0
Gm10636	0	0	0	0	0	0	0	0
Gm22078	0	0	0	0	0	0	0	0
Ssx2ip	783	661	807	747	644	519	716	474
Ctbs	45	102	56	76	60	49	66	72
Spata1	5	6	8	16	16	6	38	28
Gng5	219	341	314	429	278	279	297	282
Rpf1	1480	1460	1416	1530	1418	1261	1313	1265
Dnase2b	0	0	0	0	0	0	0	0
Uox	0	0	0	0	0	0	0	0
Gm16325	0	0	0	0	0	0	0	0
4930503B20Rik	11	7	0	4	1	6	1	6
Gm40169	0	0	0	0	0	0	0	0
Gm36521	0	0	0	0	0	0	0	0
Prkacb	780	1005	844	728	758	757	820	711
LOC115486180	1	0	16	27	2	0	10	2
Ttll7	20	17	20	18	7	20	18	15
Gm29771	0	0	0	0	0	0	0	0
Gm36726	0	0	0	0	0	0	0	0
Gm40171	0	0	0	0	0	0	0	0
Gm36831	0	0	0	0	0	0	0	0
Gm40172	0	0	0	0	0	0	0	0
Gm37041	0	0	0	0	0	0	0	0
Gm40173	0	0	0	0	0	0	0	0
Gm40175	0	0	0	0	0	0	0	0
Gm40174	0	0	0	0	0	0	0	0
Gm40176	0	0	0	0	0	0	0	0
Gm29836	0	0	0	0	0	0	0	0
Gm23131	0	0	0	0	0	0	0	0
Adgrl2	22	14	22	19	19	16	19	17
Gm30827	0	3	0	0	1	0	3	0
Gm25127	3	3	3	0	1	0	0	0
Gm30575	0	0	0	0	1	0	0	0
Gm52619	1	1	3	1	2	3	2	0
Gm30382	2	2	2	2	2	1	2	3
Gm1653	0	0	0	0	0	0	0	0
LOC115489710	0	0	0	0	0	0	0	0
Gm5149	0	0	0	0	0	0	0	0
Gm26468	0	0	0	0	0	0	0	0
A630039O03Rik	0	0	0	1	0	0	0	3
Gm31060	1	0	0	0	0	0	0	0
Gm31121	0	0	0	0	0	0	0	0
Gm31244	0	0	0	0	0	0	0	0
Gm40178	0	0	0	0	0	0	0	0
Mir3963	0	0	0	0	0	0	0	0
4930555A03Rik	0	0	0	1	0	0	0	0
Adgrl4	38	56	40	37	38	40	53	33
Gm24458	0	0	0	0	0	0	0	0
Ifi44	65	84	71	68	44	57	56	40
Ifi44l	0	0	0	0	0	0	0	0
Ptgfr	0	0	0	0	0	2	2	1
Gm31596	1	0	0	0	0	0	0	0
Gm25056	0	0	0	0	0	0	0	0
Gm31739	0	0	0	0	0	0	0	0
Gm31881	0	0	0	0	0	0	0	0
Gipc2	13	15	14	20	14	11	13	10
Gm40179	0	0	0	0	0	0	0	0
Dnajb4	231	327	314	242	285	219	263	148
Gm40180	0	1	0	0	0	0	0	0
Fubp1	10726	9929	10407	9851	10106	9393	10090	8544
Nexn	20	24	28	33	19	24	27	22
Gm31999	1	0	1	9	0	1	0	0
Miga1	557	788	589	767	594	649	518	456
Usp33	370	384	420	310	365	309	427	290
Zzz3	1551	1530	1418	1481	1419	1274	1477	1168
Ak5	0	6	0	0	0	1	0	0
3110067G11Rik	0	0	0	0	0	0	0	0
AI115009	0	0	0	0	0	0	0	0
Gm32085	0	0	0	0	0	0	0	0
Pigk	482	456	460	408	458	452	533	416
Gm40181	0	0	0	0	0	0	0	0
St6galnac5	0	2	0	0	0	0	1	0
Gm46830	34	19	13	13	21	8	14	16
Gm40182	0	0	0	0	0	0	0	0
Gm52620	0	0	0	0	0	0	17	2
4930482G09Rik	0	0	0	0	0	0	0	0
1700094M23Rik	7	0	0	12	0	0	0	0
St6galnac3	63	78	70	71	83	67	54	42
Gm33066	0	0	0	0	0	0	0	0
Gm52634	0	0	0	0	0	0	0	0
1700012D16Rik	0	0	0	0	0	0	0	0
Gm46831	16	8	13	21	24	33	44	22
Gm32721	0	0	0	0	0	0	0	0
Gm52633	0	0	0	0	0	0	0	0
5730460C07Rik	0	0	0	4	0	0	0	0
Asb17	6	3	0	0	0	0	4	0
Asb17os	0	0	0	0	0	3	0	0
Msh4	8	3	12	10	1	0	0	1
Rabggtb	3153	3321	3695	3342	3167	3129	3245	2826
Snord45b	10	3	0	0	0	0	10	0
Gm24494	22	8	15	24	28	14	22	11
Snord45c	0	0	0	0	0	0	0	0
Acadm	1277	1176	1209	1116	1153	1174	1182	960
Slc44a5	0	0	0	0	0	0	0	0
Gm40185	0	0	0	0	0	0	0	0
Gm32399	0	0	0	0	0	0	0	0
Gm40184	0	0	0	0	0	0	0	0
Lhx8	0	0	0	0	0	0	0	0
AI606473	0	0	0	0	0	0	0	0
Gm40186	0	0	0	0	0	0	0	0
Tyw3	158	229	207	217	179	275	184	205
Cryz	49	91	39	67	36	66	69	43
Erich3	4	7	3	4	6	6	1	6
Gm20389	0	0	0	0	0	0	0	0
Tnni3k	0	0	0	0	0	0	0	0
Fpgt	84	36	35	49	73	33	78	79
Lrriq3	2	0	3	0	1	0	0	0
Gm33266	0	0	0	0	0	0	0	0
Gm23038	0	0	0	0	0	0	0	0
9330178D15Rik	0	0	0	0	0	0	0	0
Gm33311	0	0	0	0	0	0	0	0
4930570G19Rik	0	0	0	0	0	0	0	0
Negr1	3	1	0	2	0	0	2	1
Gm24373	0	0	0	0	0	0	0	0
Gm23725	0	0	0	0	0	0	0	0
Gm22458	0	0	0	0	0	0	0	0
Gm23379	0	0	0	0	0	0	0	0
4930592C13Rik	9	0	0	1	3	0	0	0
Zranb2	6676	6500	6098	5991	5886	5342	5698	4853
Mir186	0	0	0	0	0	5	8	7
Ptger3	7	3	12	11	6	8	25	2
Cth	285	255	275	261	91	61	63	42
1810013D15Rik	0	5	0	0	1	0	0	0
Ankrd13c	780	818	901	805	737	797	861	759
Srsf11	12179	11738	12364	11942	11434	11214	11425	10615
Lrrc40	686	540	621	547	552	418	603	523
Lrrc7	0	0	0	0	1	0	0	0
Gm20752	0	0	0	0	0	0	0	0
Depdc1a	9	1	5	10	14	5	0	8
Rpe65	0	0	0	0	0	0	0	0
Wls	64	51	89	64	78	101	92	36
Gm23941	0	0	0	0	0	1	0	0
Vmn1r2	0	0	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0	0	0
Gm52720	0	0	0	0	0	0	0	0
Gm46840	0	0	0	0	1	0	0	0
Gm11787	0	0	0	0	0	0	0	0
LOC108168924	0	0	0	0	0	0	0	0
Mir3471-2	0	0	0	0	0	0	0	0
Tmem68	354	296	355	445	388	367	283	335
Tgs1	2624	2554	2799	2579	2793	2731	2831	2391
2210414B05Rik	0	0	0	0	0	0	0	0
Gm42250	0	0	1	0	0	0	0	0
Lyn	32	35	27	26	29	33	27	36
6330407A03Rik	11	7	2	6	4	8	6	6
Gm22781	0	0	0	0	0	0	0	0
Rps20	51319	43590	50459	45497	42979	41966	46969	42216
LOC115490074	27	34	31	15	56	23	38	27
Gm32823	0	0	5	0	0	0	0	0
Gm24125	0	0	0	0	0	0	0	0
Mos	0	0	0	0	0	0	0	0
Plag1	0	17	9	15	4	4	0	12
Chchd7	396	317	432	359	358	377	379	412
Sdr16c5	0	0	0	0	0	0	0	0
Gm52721	0	0	0	0	0	0	0	0
Sdr16c6	0	0	0	0	0	0	0	0
Penk	48	40	29	36	34	66	23	22
A830012C17Rik	0	0	0	0	0	0	0	0
Gm33007	0	0	0	0	0	0	0	0
Gm33057	0	0	0	0	0	0	0	0
Gm11780	0	0	0	0	0	0	0	0
Gm33182	0	0	0	0	0	0	0	0
Gm33259	0	0	0	0	0	0	0	0
Gm26436	0	0	0	0	0	0	0	0
Bpnt2	1897	1972	2007	1727	1981	2097	2213	1740
4930423M02Rik	0	0	0	0	0	0	0	0
Fam110b	3	7	10	13	13	10	9	8
Gm24337	0	0	0	0	0	0	0	0
Ubxn2b	384	272	252	360	286	332	283	260
Cyp7a1	0	0	0	0	0	0	0	0
Sdcbp	953	947	1108	986	848	869	961	895
Nsmaf	553	608	576	537	560	543	464	553
Gm22473	0	0	0	0	0	0	0	0
Tox	135	137	158	207	126	138	162	87
Gm11802	0	0	0	0	0	0	0	0
Gm33462	0	0	0	0	0	0	0	0
Gm33539	0	0	0	0	0	0	0	0
Gm33646	0	0	0	0	0	0	0	0
8430436N08Rik	0	0	0	0	0	0	0	0
Gm33752	0	0	0	0	0	0	0	0
Gm23860	0	0	0	0	0	0	0	0
Car8	12	7	11	7	5	13	7	13
Gm42252	0	0	0	0	0	0	0	0
Rab2a	2951	2849	3249	3129	2820	2811	2642	2569
Gm42253	0	0	13	0	0	0	0	4
Gm8273	14	11	4	25	9	1	3	5
Chd7	5450	5270	5476	4766	4696	4520	5287	4253
Gm46841	140	120	158	140	81	178	113	157
Gm46842	15	6	18	18	9	9	18	30
Gm34428	0	0	0	0	4	0	4	0
Gm50597	0	0	0	0	0	0	0	0
Gm34288	0	0	0	0	0	0	0	0
Clvs1	0	0	0	0	0	0	0	0
Gm23423	0	0	0	0	0	0	0	0
Gm11816	0	0	0	0	0	0	0	0
LOC115490056	0	0	0	0	0	0	0	0
Asph	109	71	141	147	157	171	169	90
Gm24152	0	0	0	0	0	0	0	0
Gm34947	0	0	0	0	0	0	0	0
4930412C18Rik	0	0	1	1	0	0	1	1
Gdf6	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0	0
Gm35008	0	0	0	0	0	0	0	0
Gm46879	0	0	0	0	0	0	0	0
1700123O12Rik	0	0	0	0	0	0	0	0
Mir3471-1	0	0	0	0	0	0	0	0
2610301B20Rik	255	226	193	272	238	201	221	225
n-TSaga9	0	0	0	0	0	0	0	0
Plekhf2	498	534	499	556	426	354	501	393
Gm46843	0	0	0	0	0	0	0	0
Gm35429	9	9	0	0	0	0	0	0
Ndufaf6	600	590	548	422	485	483	619	399
Gm11827	0	0	4	0	0	0	0	0
Mir684-2	0	0	0	0	0	0	0	0
Trp53inp1	206	206	170	205	57	77	122	99
A630034I12Rik	1335	1066	1102	1194	1142	982	1108	895
Ccne2	1967	1854	2201	2116	2218	1988	1885	1848
Ints8	449	423	610	440	537	472	453	473
Dpy19l4	145	163	180	132	189	147	135	143
Esrp1	5	5	1	3	7	1	3	7
Gm35631	0	1	1	0	0	0	0	0
Virma	1206	966	1244	1019	1084	1032	934	790
LOC115489931	0	0	0	0	2	0	8	0
Gm35693	12	3	16	7	5	0	0	0
Rad54b	402	376	549	517	507	439	415	336
Fsbp	184	226	111	227	167	173	139	96
Gm11832	0	0	0	0	0	0	0	0
Gm35884	0	0	0	0	0	0	0	0
Gem	44	27	74	22	31	24	32	29
Cdh17	0	2	0	0	0	0	0	0
Pdp1	53	74	89	72	53	58	45	50
1700123M08Rik	28	6	8	35	24	26	31	7
Gm52722	20	21	33	10	36	18	15	28
Gm42255	0	0	0	0	0	0	0	0
Gm46844	0	2	0	0	0	0	0	0
Tmem67	14	28	26	20	22	28	14	8
Gm52723	0	0	0	0	0	0	0	0
Rbm12b2	166	175	202	132	242	215	163	150
Rbm12b1	76	61	61	74	33	85	48	71
