"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","ctrl_5","tx_1","tx_2","tx_3","tx_4","tx_5"
"Cacfd1",326,153,578,106,93,514,350,328,493,543
"Adamtsl2",0,0,0,0,0,0,0,0,0,0
"Slc2a6",117,222,161,92,217,247,221,459,245,270
"Sardh",0,0,41,4,41,0,2,1,0,0
"Dbhos",0,0,0,0,0,0,0,0,0,0
"Dbh",0,0,0,0,0,0,0,0,0,0
"Brd3",796,1105,934,808,753,818,724,1117,413,1157
"Mir7578",0,0,0,0,0,0,0,0,0,0
"Rxra",400,523,1161,303,247,539,428,928,591,657
"Fcnb",0,0,0,0,0,0,0,0,0,0
"Olfm1",897,608,683,249,369,1145,740,1188,761,1482
"Mrps2",89,62,274,34,87,193,186,201,114,189
"Gbgt1",0,0,0,0,0,0,0,0,0,0
"Ralgds",148,336,783,83,143,390,369,1333,461,574
"1700007K13Rik",0,0,0,0,0,0,0,0,0,0
"Cel",0,0,0,33,0,0,0,0,0,0
"Ppp1r26",0,0,20,0,0,0,27,0,0,0
"Gfi1b",0,19,0,0,0,19,0,0,32,21
"Spaca9",1,0,104,2,12,41,54,0,91,94
"Tsc1",267,130,324,239,259,322,211,389,205,374
"Mir3088",0,0,0,0,0,0,0,0,0,0
"Barhl1",0,0,0,0,0,0,0,0,0,0
"Ddx31",74,103,279,4,60,116,115,237,41,84
"Ttf1",767,307,391,500,463,327,374,546,221,349
"Setx",471,522,310,724,907,354,289,268,201,383
"6530402F18Rik",16,50,118,26,7,101,81,119,105,6
"Mir133c",0,0,0,0,0,0,0,0,0,0
"Coq4",17,27,172,27,7,0,55,33,41,29
"Urm1",563,197,1587,441,264,696,883,1516,899,1875
"Trub2",125,108,193,78,39,209,91,120,190,180
"Gm13547",0,0,0,0,0,0,0,0,0,0
"Mir219a-2",0,0,0,0,0,0,0,0,0,0
"Cercam",10,14,35,11,3,5,58,136,86,85
"Slc27a4",142,41,207,49,113,111,102,129,96,122
"Mir219b",0,0,0,0,0,0,0,0,0,0
"Odf2",566,227,499,195,281,421,311,447,433,508
"Mir6997",0,0,0,0,0,0,0,0,0,0
"Gle1",395,147,836,88,208,346,375,749,369,519
"Zer1",162,133,321,79,40,113,151,133,193,267
"Set",1467,1067,1709,859,996,1052,1448,1720,1046,1074
"Zdhhc12",70,120,60,6,14,174,242,156,76,126
"Pkn3",44,161,93,0,31,19,30,102,13,37
"Wdr34",18,1,0,2,0,40,0,22,0,0
"Lrrc8a",95,58,51,120,193,64,60,146,123,189
"Kyat1",34,50,118,43,3,71,54,376,75,113
"1700084E18Rik",0,17,51,0,0,0,0,1,19,18
"D2Wsu81e",323,337,545,306,267,318,587,516,203,459
"Endog",162,21,126,21,37,208,194,62,85,46
"Fam73b",19,0,47,10,0,71,24,222,26,33
"Sh3glb2",191,91,342,116,376,436,489,257,258,386
"Dolpp1",57,99,129,12,43,136,208,241,128,150
"Dolk",79,134,101,0,55,14,68,151,46,18
"Nup188",102,69,278,3,81,260,213,180,61,216
"Ier5l",30,22,109,28,19,67,121,100,31,88
"Ptpa",469,327,741,358,339,857,589,978,665,617
"Cstad",70,77,241,318,80,69,76,13,131,79
"Mir3089",0,0,2,0,0,0,0,0,0,0
"Asb6",107,126,294,25,53,107,152,397,96,101
"Prrx2",0,0,0,0,0,0,0,0,0,0
"Ntmt1",37,37,71,0,2,38,131,163,142,126
"Ptges",15,0,0,0,0,1,0,73,0,0
"Usp20",203,261,732,221,123,296,276,481,424,206
"Tor1b",801,351,769,663,518,859,883,1002,622,651
"BC005624",226,90,220,87,126,87,115,160,85,69
"Tor1a",245,231,189,62,77,357,310,239,237,339
"D330023K18Rik",28,8,59,56,36,113,56,72,147,50
"Ncs1",59,22,21,0,30,0,12,0,0,3
"Ass1",7,11,16,0,0,11,3,11,13,2
"Gm5424",0,0,0,0,0,0,0,0,0,0
"Mir6998",0,0,0,0,0,0,0,0,0,0
"Exosc2",100,107,163,101,143,173,218,81,149,183
"Prdm12",0,0,0,0,0,0,0,0,0,0
"Fibcd1",0,0,0,0,0,0,0,72,0,0
"Qrfp",113,345,135,286,68,50,202,73,65,28
"Lamc3",0,0,0,8,0,0,0,0,0,0
"Aif1l",49,0,133,29,0,83,13,25,28,92
"Mir7674",0,0,0,0,0,0,0,0,0,0
"Fam78a",61,27,19,67,78,57,60,92,56,15
"Plpp7",0,0,0,0,0,1,0,0,0,0
"Prrc2b",822,821,439,1692,646,386,649,594,341,404
"Mir199b",0,0,0,0,0,0,0,0,0,0
"Golga2",967,934,3264,1187,1274,1708,1894,3009,1418,2023
"Gm23363",0,0,0,0,0,0,0,0,0,0
"Uck1",165,107,261,252,91,334,162,384,95,358
"Swi5",3924,2541,7927,2382,2993,6814,6638,11793,6354,8247
"Dnm1",30,6,0,8,61,0,21,0,0,16
"Slc25a25",176,75,492,90,117,205,177,403,195,134
"1110008P14Rik",139,72,175,42,159,260,239,279,212,386
"Lcn2",0,0,0,0,0,0,0,52,0,23
"Ptges2",16,0,87,13,32,70,50,78,54,50
"Naif1",0,0,0,0,68,100,85,0,6,58
"St6galnac6",176,248,625,159,77,305,455,1040,830,931
"St6galnac4",202,199,519,174,273,167,283,404,175,171
"Fam102a",236,177,562,202,267,196,236,404,264,336
"Dpm2",503,139,592,63,158,355,438,488,491,578
"Ak1",0,0,0,0,0,25,0,0,0,70
"Pip5kl1",0,0,0,0,0,0,0,0,0,0
"Eng",8,45,120,44,72,24,44,44,5,33
"Mir8093",0,0,0,0,0,0,0,0,0,0
"Mir3960",0,0,0,0,0,0,0,0,0,0
"Sh2d3c",66,284,1039,212,227,120,299,755,390,372
"6330409D20Rik",0,0,0,0,0,0,0,0,0,0
"Mir2861",0,0,0,0,0,0,0,0,0,0
"Fpgs",90,92,219,6,26,91,77,270,39,147
"Tor2a",130,140,450,54,97,294,108,522,182,167
"Cdk9",115,210,173,66,98,293,137,366,213,117
"Stxbp1",170,98,61,14,89,186,261,302,243,221
"Cfap157",0,0,0,0,0,0,0,37,0,10
"Snord14a",0,0,0,0,0,0,0,0,0,0
"Ptrh1",43,44,12,0,30,60,4,62,23,99
"Slc2a8",3,30,52,3,34,72,5,262,25,91
"Snora65",8,9,0,0,29,19,8,8,0,2
"Rpl12",7607,8931,16381,3710,5570,17088,16801,23709,15231,21949
"Lrsam1",37,38,97,0,35,60,24,48,12,36
"Angptl2",60,17,0,61,32,7,46,126,53,51
"Zbtb43",130,359,94,126,213,170,221,34,129,100
"Lmx1b",0,0,0,0,0,0,0,0,0,0
"C130021I20Rik",0,0,0,0,0,0,0,0,0,0
"Nron",0,0,0,0,0,0,0,13,0,0
"Fbxw2",448,368,1509,387,349,865,922,1617,993,1264
"Hspa5",8448,8867,18081,6881,8366,13857,11306,22036,9759,16900
"Rabepk",199,75,210,178,52,315,330,612,62,264
"Phf19",30,86,64,0,0,18,18,99,14,21
"Cutal",0,4,0,31,0,0,0,0,0,0
"Traf1",1899,1880,4263,972,1427,4397,3430,5755,3432,5192
"AI182371",19,0,37,0,0,67,0,19,0,99
"Rab14",1648,1495,2183,1496,1485,2403,2572,2592,1978,2849
"Stom",252,321,263,428,163,691,430,892,544,575
"4930568D16Rik",0,0,0,0,0,0,0,0,0,0
"Ggta1",254,315,120,164,202,262,289,369,134,281
"Gm13446",0,0,0,0,0,0,0,0,0,0
"9030204H09Rik",0,0,0,0,0,0,0,0,0,0
"Morn5",0,0,0,0,0,0,0,0,0,0
"Lhx6",0,0,0,1,0,0,0,0,0,0
"Rbm18",166,265,74,7,50,161,103,284,74,210
"Ptgs1",64,9,0,27,0,23,0,0,0,14
"Olfr338",0,0,0,0,0,0,0,0,0,0
"Olfr339",0,0,0,0,0,0,0,0,0,0
"Mir684-1",0,0,0,0,5,1,0,11,0,2
"Olfr340",0,0,0,0,0,0,0,0,0,0
"Olfr341",0,0,0,0,0,0,0,0,0,0
"Olfr342",0,0,0,0,0,0,0,0,0,0
"Olfr345",0,0,0,0,0,0,0,0,0,0
"Olfr346",0,0,0,0,0,0,0,0,0,0
"Olfr50",0,0,0,0,0,0,0,0,0,0
"Olfr347",0,0,0,0,0,0,0,0,0,0
"Olfr348",0,0,0,0,0,0,0,0,0,0
"Olfr3",0,0,0,0,0,0,0,0,0,0
"Olfr350",0,0,0,0,0,0,0,0,0,0
"Olfr351",0,0,0,0,0,0,0,0,0,0
"Olfr352",0,0,0,0,0,0,0,0,0,0
"Olfr353",0,0,0,0,0,0,0,0,0,0
"Olfr354",0,0,0,0,0,0,0,0,0,0
"Olfr355",0,0,0,0,0,0,0,0,0,0
"Olfr356",0,0,0,0,0,0,0,0,0,0
"Olfr357",0,0,0,0,0,0,0,0,0,0
"Olfr358",0,0,0,0,0,0,0,0,0,0
"Olfr360",0,0,0,0,0,0,0,0,0,0
"Olfr361",0,0,0,0,0,0,0,0,0,0
"Olfr362",0,0,0,10,0,0,0,0,0,0
"Olfr365",0,0,0,0,0,0,0,0,0,0
"Olfr366",0,0,0,0,0,0,0,0,0,0
"Olfr367-ps",0,0,0,0,0,0,0,0,0,0
"Olfr368",0,0,0,0,0,0,0,0,0,0
"Snord90",0,0,0,0,0,0,0,0,0,0
"Rc3h2",530,460,610,380,645,753,629,648,282,676
"Zbtb6",120,163,44,52,201,21,156,85,70,94
"Zbtb26",0,24,0,65,147,15,55,25,49,2
"Gpr21",0,1,0,0,0,0,6,0,0,0
"Crb2",0,0,0,0,0,0,0,0,0,0
"Lhx2",0,0,0,0,0,3,2,0,17,0
"Psmb7",341,465,351,109,245,612,594,679,477,494
"Nr5a1",0,0,0,0,0,0,0,0,0,0
"Mir181b-2",0,0,0,0,0,0,0,0,0,0
"Mir181a-2",0,0,0,0,0,0,0,0,0,0
"Rpl35",4715,3692,3394,574,1956,10118,10960,11625,8605,9050
"Wdr38",0,0,0,0,0,0,0,0,0,0
"Olfml2a",0,0,0,0,0,0,0,0,0,0
"Arpc5l",1676,1479,5539,1049,1427,3774,3498,3899,2836,3501
"Gm16523",37,24,17,159,52,55,13,0,38,49
"Ppp6c",30,66,61,306,138,87,177,88,128,218
"Mir6336",0,0,0,0,0,0,0,0,0,0
"Arhgap15os",0,0,0,0,0,0,0,0,0,0
"Mir5129",0,0,0,0,0,9,0,31,0,0
"Zeb2os",337,166,311,98,259,608,398,584,485,877
"1700019E08Rik",0,0,0,0,0,0,0,0,0,0
"Orc4",264,216,230,8,320,225,194,351,77,167
"Mmadhc",261,450,596,39,255,522,393,589,503,485
"Gm13498",0,0,1,0,0,17,0,1,20,0
"Rnd3",197,203,148,98,205,147,96,111,53,105
"1700057H21Rik",0,0,0,0,0,0,0,0,0,0
"Tas2r134",0,0,0,0,0,0,0,0,0,0
"Gm13490",0,0,0,0,0,0,0,0,23,0
"Rbm43",89,78,215,43,147,64,141,218,97,74
"Nmi",498,620,934,279,691,845,1005,1201,814,1095
"Rif1",1346,1477,1442,1881,2147,1229,1009,613,510,809
"Tnfaip6",0,0,0,0,0,0,0,0,11,0
"Arl5a",388,132,245,355,170,449,393,544,350,583
"Stam2",59,65,175,213,217,201,185,122,148,215
"Prpf40a",1366,1082,588,983,1134,1175,825,1499,739,1255
"Rprm",0,0,0,0,0,0,0,13,0,0
"Mir195b",0,0,0,0,0,0,0,0,0,0
"Nr4a2",1521,1317,1266,619,1046,1261,1245,1302,1028,1529
"4930555B11Rik",0,0,0,0,0,0,0,0,0,0
"Ermn",51,0,0,0,0,0,0,0,0,0
"Galnt5",0,0,0,0,0,0,0,0,0,0
"Cytip",2437,2391,1691,1282,1832,3465,2989,3513,2344,3846
"Gm13546",43,42,137,30,49,83,72,60,103,165
"Gm13544",0,0,0,0,0,0,0,0,0,0
"Dapl1",54,149,156,225,178,359,230,63,222,216
"5330411J11Rik",0,0,0,0,0,0,0,0,0,0
"Wdsub1",124,135,63,13,62,5,52,121,53,62
"March7",379,537,231,579,461,272,259,229,249,277
"Cd302",10,5,0,63,78,33,35,16,0,48
"Ly75",21,59,51,63,296,39,67,50,53,219
"Gm13580",0,0,0,0,0,0,0,0,0,0
"Gm13582",0,0,0,0,0,0,0,0,0,0
"Tbr1",0,0,60,0,0,0,0,0,0,0
"Gcg",0,0,0,0,0,0,0,0,0,0
"Ifih1",171,349,183,192,298,236,250,434,185,354
"Gca",123,225,61,0,18,160,140,209,26,216
"Slc38a11",0,0,0,0,0,0,0,0,0,0
"Mir6337",0,0,0,0,0,0,0,0,0,0
"Scn2a1",0,0,0,14,0,69,0,0,2,0
"Galnt3",7,8,0,0,27,0,0,0,0,0
"Gm1322",0,0,0,0,0,0,0,0,0,0
"Mir7224",0,0,0,0,0,0,0,0,0,0
"Mir6335",0,0,0,0,0,0,0,0,0,0
"B3galt1",0,0,0,0,0,0,0,0,0,0
"4933409G03Rik",0,0,0,0,0,0,0,0,0,0
"Nostrin",365,230,81,171,206,252,479,523,446,525
"G6pc2",0,0,0,0,0,0,0,0,0,0
"Dhrs9",0,25,8,0,0,0,12,0,14,44
"Fastkd1",0,22,5,115,0,20,17,5,0,4
"Bbs5",4,0,21,0,0,18,0,25,0,23
"Klhl41",0,0,0,0,0,0,0,0,0,0
"Ccdc173",61,169,56,21,50,23,96,6,0,131
"Phospho2",258,182,489,27,233,438,182,336,305,382
"Klhl23",0,0,1,0,0,9,52,17,0,0
"Mettl5",57,50,23,0,44,158,83,175,29,134
"Ssb",2169,2464,1716,1752,2033,2552,2529,2792,1426,2999
"Sp5",0,0,0,0,0,0,0,0,0,0
"Gad1",0,0,0,0,0,0,0,0,0,0
"Gorasp2",419,497,1169,406,159,675,596,785,485,905
"Cybrd1",0,0,36,0,20,4,0,0,0,6
"Dcaf17",272,326,267,190,297,204,397,238,108,244
"Dync1i2",3648,2627,2647,2627,2663,4867,5320,3322,4556,4438
"Metap1d",45,61,1,16,60,14,59,49,22,81
"Dlx1",1,0,0,0,0,0,0,0,0,0
"Dlx1as",0,0,0,0,0,0,0,0,0,0
"Dlx2",0,0,0,0,0,0,0,0,0,0
"Platr26",0,0,0,0,0,0,0,0,0,0
"Pdk1",70,103,424,266,180,208,164,227,45,366
"8430437L04Rik",0,0,0,0,0,0,0,0,0,0
"6430710C18Rik",0,0,0,0,0,0,0,0,0,0
"Sp3os",24,92,76,3,37,152,58,107,55,54
"Sp3",254,453,184,173,318,171,212,191,112,228
"Scrn3",63,8,17,0,25,16,139,48,30,0
"Gpr155",44,208,13,34,27,136,147,146,124,156
"Cir1",174,92,186,355,304,382,377,483,105,404
"Sp9",0,0,0,0,0,0,0,0,0,0
"Wipf1",788,828,568,279,414,756,802,890,467,764
"Chrna1",0,0,0,0,0,0,0,0,0,0
"Chn1os3",0,0,0,0,0,0,0,0,0,0
"Atf2",445,250,240,622,254,278,430,249,182,209
"Atp5g3",5614,4075,12127,1724,3552,8393,8090,11609,7722,9394
"4930441J16Rik",0,0,0,0,0,0,0,0,0,0
"Lnpk1",53,37,171,18,215,160,38,180,83,31
"Hoxd9",0,0,0,20,12,1,8,0,0,20
"Hoxd10",0,34,0,0,0,0,0,0,0,0
"Hoxd8",0,27,0,0,0,0,0,0,0,0
"Hoxd13",0,0,0,0,0,0,0,0,0,0
"Hoxd12",0,0,0,0,0,0,0,0,0,0
"Hoxd11",0,0,0,0,0,0,0,0,0,0
"Evx2",0,0,0,0,0,0,0,0,0,0
"Hoxd4",11,169,38,36,65,35,52,2,0,0
"Hoxd3",0,0,0,0,0,0,0,0,0,0
"Hoxd1",0,0,0,0,0,0,0,0,0,0
"Mir10b",0,0,0,0,0,0,0,0,0,0
"LOC102634401",0,0,0,0,0,0,0,0,0,0
"Haglr",0,0,0,0,0,0,0,0,0,0
"9430019J16Rik",0,0,0,0,0,0,0,0,0,0
"Hnrnpa3",23,205,58,24,166,244,55,292,55,159
"Nfe2l2",892,845,556,1064,617,768,551,870,672,490
"Gm6793",0,0,0,0,0,0,0,0,0,0
"Ttc30a2",0,0,0,0,0,0,0,0,0,0
"Ttc30a1",0,96,0,0,0,14,0,55,0,0
"Ttc30b",0,0,0,0,0,4,8,0,0,0
"Cyct",0,0,0,0,0,0,0,0,0,0
"Rbm45",245,101,122,65,170,132,116,186,67,149
"Fkbp7",26,26,0,0,0,97,84,11,48,34
"Dfnb59",0,0,0,0,0,29,31,4,13,0
"Prkra",278,203,446,67,267,428,545,454,322,498
"Cwc22",106,121,188,240,182,101,69,70,28,79
"Cerkl",8,0,0,8,0,23,17,0,0,16
"Neurod1",0,0,0,0,0,0,0,0,0,0
"Ssfa2",87,216,52,54,39,276,169,78,35,107
"Ppp1r1c",0,0,0,0,0,0,0,0,0,0
"Prdx6b",0,0,0,0,0,0,0,0,0,0
"Frzb",0,0,0,0,0,0,1,0,0,0
"Gm13752",0,0,0,0,0,0,0,0,0,0
"Nckap1",8,90,71,71,69,42,38,165,48,134
"Dusp19",27,4,201,0,2,36,132,30,10,7
"Nup35",13,18,65,0,0,38,46,40,28,79
"Zc3h15",913,954,950,661,997,1325,1239,1247,625,1330
"Fam171b",0,7,0,0,0,0,0,4,0,0
"Zswim2",0,0,0,0,0,0,0,0,0,0
"Tfpi",0,76,44,56,19,48,17,0,27,36
"Gm13710",12,0,0,0,24,47,0,25,6,0
"Ctnnd1",54,72,96,21,56,80,107,67,53,124
"Btbd18",0,0,0,0,0,0,0,0,0,0
"2700094K13Rik",253,361,555,200,188,583,786,806,313,494
"Mir130a",0,0,0,0,0,0,0,0,0,0
"Ypel4",0,0,0,0,0,0,0,0,0,0
"Serping1",58,0,16,1,30,54,49,32,43,108
"Clp1",29,85,6,0,15,67,55,98,16,87
"Zdhhc5",293,310,258,113,123,117,224,131,153,174
"Med19",332,467,304,115,345,250,337,151,151,344
"Slc43a1",40,18,175,0,18,7,19,70,48,0
"Timm10",219,148,156,54,114,160,220,299,302,336
"Smtnl1",0,0,0,0,0,0,0,0,0,0
"Rtn4rl2",0,0,0,0,0,0,0,0,0,0
"Prg2",26,35,0,11,0,50,26,15,0,49
"P2rx3",0,0,0,0,0,14,0,26,0,0
"Ssrp1",1326,1154,2709,1177,1226,1802,1740,2464,1268,2378
"Prg3",35,6,25,163,105,156,107,271,125,167
"Slc43a3",44,104,87,3,3,11,40,44,28,16
"Aplnr",0,0,0,0,0,0,2,0,0,0
"4930443O20Rik",0,0,0,0,0,0,0,0,0,0
"Lrrc55",0,0,0,0,0,0,0,0,0,0
"Olfr987",0,0,0,0,0,0,0,0,0,0
"Olfr988",0,0,0,0,0,0,0,0,0,0
"Olfr992",0,0,0,0,0,0,0,0,0,0
"Olfr993",0,0,0,0,0,0,0,0,0,0
"Olfr994",0,0,0,0,0,0,0,0,0,0
"Olfr995",0,0,0,0,0,0,0,0,0,0
"Olfr996",0,0,0,0,0,0,0,0,0,0
"4833423E24Rik",0,0,0,0,0,0,0,0,0,0
"Olfr998",0,0,0,0,0,0,0,0,0,0
"Olfr1000",0,0,0,0,0,0,0,0,0,0
"Olfr1006",0,0,0,0,0,0,0,0,0,0
"Olfr1008",0,0,0,0,0,0,0,0,0,0
"Olfr154",0,0,0,0,0,0,0,0,0,0
"Olfr1002",0,0,0,0,0,0,0,0,0,0
"Olfr1019",0,0,0,0,0,0,0,0,0,0
"Olfr1010",0,0,0,0,0,0,0,0,0,0
"Olfr1012",0,0,0,0,0,0,0,0,0,0
"Olfr1014",0,0,0,0,0,0,0,0,0,0
"Olfr1016",0,0,0,0,0,0,0,0,0,0
"Olfr1018",0,0,0,0,0,0,0,0,0,0
"Olfr1013",0,0,0,0,0,0,0,0,0,0
"Olfr1009",0,0,0,0,0,0,0,0,0,0
"Olfr1020",0,0,0,0,0,0,0,0,0,0
"Olfr1015",0,0,0,0,0,0,0,0,0,0
"Olfr1022",0,0,0,0,0,0,0,0,0,0
"Olfr1023",0,0,0,0,0,0,0,0,0,0
"Olfr1024",0,0,0,0,0,0,0,0,0,0
"Olfr1026",0,0,0,0,0,0,0,0,0,0
"Olfr1028",0,0,0,0,0,0,0,0,0,0
"Olfr1029",0,0,0,0,0,0,0,0,0,0
"Olfr1031",0,0,0,0,0,0,0,0,0,0
"Olfr1032",0,0,0,0,0,0,0,0,0,0
"Olfr1033",9,0,0,0,0,0,0,3,3,0
"Olfr1034",0,0,0,0,0,0,0,0,0,0
"Olfr1036",0,0,0,0,0,0,0,0,0,0
"Olfr1037",0,0,0,0,0,0,0,0,0,0
"Olfr1039",0,0,0,0,0,0,0,0,0,0
"Olfr1040",0,0,0,0,0,0,0,0,0,0
"Olfr1042",0,0,0,0,0,0,0,0,0,0
"Olfr1043",0,0,0,0,0,0,0,0,0,0
"Olfr52",0,0,0,0,0,0,0,0,0,0
"Olfr1045",0,0,0,0,0,0,0,0,0,0
"Olfr1046",0,0,0,0,0,0,0,0,0,0
"Olfr1047",0,0,0,0,0,0,0,0,0,0
"Olfr1048",0,0,0,0,0,0,0,0,0,0
"Olfr1038-ps",0,0,0,0,0,0,0,0,0,0
"Olfr1044",0,0,0,0,0,0,0,0,0,0
"Olfr1049",0,0,0,0,0,0,0,0,0,0
"Olfr1051",0,0,0,0,0,0,0,0,0,0
"Olfr1053",0,0,0,0,0,0,0,0,0,0
"Olfr1054",0,0,0,0,0,0,0,0,0,0
"Olfr1056",0,0,0,0,0,0,0,0,0,0
"Olfr1057",0,0,0,0,0,0,0,0,0,0
"Olfr1055",0,0,0,0,0,0,0,0,0,0
"Olfr1052",0,0,0,0,0,0,0,0,0,0
"Olfr1058",0,0,0,0,0,0,0,0,0,0
"Olfr1061",0,0,0,0,0,0,0,0,0,0
"Olfr1062",0,0,0,0,0,0,0,0,0,0
"Olfr1065",0,0,0,0,0,0,0,0,0,0
"Olfr1066",0,0,0,0,0,0,0,0,0,0
"Olfr228",0,0,0,0,0,0,0,0,0,0
"Olfr1077-ps1",0,0,0,0,0,0,0,0,0,0
"Olfr1076",0,0,0,0,0,0,0,0,0,0
"Olfr1079",0,0,0,0,0,0,0,0,0,0
"Olfr1082",0,0,0,0,0,0,0,0,0,0
"Olfr1080",0,0,0,0,0,0,0,0,0,0
"Olfr1084",0,0,0,0,0,0,0,0,0,0
"Olfr1085",0,0,0,0,0,0,0,0,0,0
"Olfr1087",0,0,0,0,0,0,0,0,0,0
"Olfr1089",0,0,0,0,0,0,0,0,0,0
"Olfr1090",0,0,0,0,0,0,0,0,0,0
"Olfr1086",0,0,0,0,0,0,0,0,0,0
"Olfr141",0,0,0,0,0,0,0,0,0,0
"Olfr1094",0,0,0,0,0,0,0,0,0,0
"Olfr1093",0,0,0,0,0,0,0,0,0,0
"Olfr1095",0,0,0,0,0,0,0,0,0,0
"Olfr1097",0,0,0,0,0,0,0,0,0,0
"Olfr1102",0,0,0,0,0,0,0,0,0,0
"Olfr1098",0,0,0,0,0,0,0,0,0,0
"Olfr1099",0,0,0,0,0,0,0,0,0,0
"Olfr1100",0,0,0,0,0,0,0,0,0,0
"Olfr1101",0,0,0,0,0,0,0,0,0,0
"Olfr1104",0,0,0,0,0,0,0,0,0,0
"Olfr1105",0,0,0,0,0,0,0,0,0,0
"Olfr1106",0,0,0,0,0,0,0,0,0,0
"Olfr1107",0,0,0,0,0,0,0,0,0,0
"Olfr1109",0,0,0,0,0,0,0,0,0,0
"Olfr259",0,0,0,0,0,0,0,0,0,0
"Olfr1110",0,0,0,0,0,0,0,0,0,0
"Olfr1111",0,0,0,0,0,0,0,0,0,0
"Olfr1112",0,0,0,0,0,0,0,0,0,0
"Olfr1113",0,0,0,0,0,0,0,0,0,0
"Olfr1115",0,0,0,0,0,0,0,0,0,0
"Olfr1116",0,0,0,0,0,0,0,0,0,0
"Olfr1118",0,0,0,0,0,0,0,0,0,0
"Olfr1120",0,0,0,0,0,0,0,0,0,0
"Olfr1121",0,0,0,0,0,0,0,0,0,0
"Olfr1122",0,0,0,0,0,0,0,0,0,0
"Olfr1123",0,0,0,0,0,0,0,0,0,0
"Olfr1124",0,0,0,0,0,0,0,0,0,0
"Olfr1126",0,0,0,0,0,0,0,0,0,0
"Olfr153",0,0,0,0,0,0,0,0,0,0
"Olfr1128",0,0,0,0,0,0,0,0,0,0
"Pramel7",0,0,0,0,0,0,0,0,0,0
"Pramel6",0,0,0,0,0,0,0,0,0,0
"Olfr1129",0,0,0,0,0,0,0,0,0,0
"Olfr1130",0,0,0,0,0,0,0,0,0,0
"Olfr1131",0,0,0,0,0,0,0,0,0,0
"Olfr1132",0,0,0,0,0,0,0,0,0,0
"Olfr1133",0,0,0,0,0,0,0,0,0,0
"Olfr1134",0,0,0,0,0,0,0,0,0,0
"Olfr1135",0,0,0,0,0,0,0,0,0,0
"Olfr1136",0,0,0,0,0,0,0,0,0,0
"Olfr1137",0,0,0,0,0,0,0,0,0,0
"Olfr1138",0,0,0,9,0,0,0,0,0,0
"Olfr1140",0,0,0,0,0,0,0,0,0,0
"Olfr1141",0,0,0,0,0,0,0,0,0,0
"Olfr152",0,0,0,0,0,0,0,0,0,0
"Olfr1143",0,0,0,0,0,0,0,0,0,0
"Olfr1145",0,0,0,0,0,0,0,0,0,0
"Olfr1148",0,0,0,0,0,0,0,0,0,0
"Olfr1151",0,0,0,0,0,0,0,0,0,0
"Olfr1152",0,0,0,0,0,0,0,0,0,0
"Olfr1153",0,0,0,0,0,0,0,0,0,0
"Olfr1154",0,0,0,0,0,0,0,0,0,0
"Olfr1155",0,0,0,0,0,0,0,0,0,0
"Olfr73",0,0,0,0,0,0,0,0,0,0
"Olfr1157",0,0,0,0,0,0,0,0,0,0
"Olfr74",0,0,0,0,0,0,0,0,0,0
"Olfr1158",0,0,0,0,0,0,0,0,0,0
"Olfr1160",0,0,0,0,0,0,0,0,0,0
"Olfr1161",0,0,0,0,0,0,0,0,0,0
"Olfr1162",0,0,0,0,0,0,0,0,0,0
"Olfr1163",0,0,0,0,0,0,0,0,0,0
"Olfr1164",0,0,0,0,0,0,0,0,0,0
"Olfr1166",0,0,0,0,0,0,0,0,0,0
"Olfr1167",0,0,0,0,0,0,0,0,0,0
"Olfr1168",0,0,0,0,0,0,0,0,0,0
"Olfr1170",0,0,0,0,0,0,0,0,0,0
"Olfr1173",0,0,0,0,0,0,0,0,0,0
"Olfr1176",0,0,0,0,0,0,0,0,0,0
"Olfr1178",0,0,0,0,0,0,0,0,0,0
"Olfr1179",0,0,0,0,0,0,0,0,0,0
"Olfr1180",0,0,0,0,0,0,0,0,0,0
"Olfr1181",0,0,0,0,0,0,0,0,0,0
"Olfr1182",0,0,0,0,0,0,0,0,0,0
"Olfr1183",1,0,0,0,0,0,0,0,0,0
"Olfr1184",0,0,0,0,0,0,0,0,0,0
"Olfr1186",0,0,0,0,0,0,0,0,0,0
"Olfr1188",0,0,0,0,0,0,0,0,0,0
"Olfr1189",0,0,0,0,0,0,0,0,0,0
"Olfr1193",0,0,0,0,0,0,0,0,0,0
"Olfr1195",0,0,0,0,0,0,0,0,0,0
"Olfr1196",0,0,0,0,0,0,0,0,0,0
"Olfr1197",0,0,0,0,0,0,0,0,0,0
"Olfr1199",0,0,0,0,0,0,0,0,0,0
"Olfr1200",0,0,0,0,0,0,0,0,0,0
"Olfr1201",0,0,0,0,0,0,0,0,0,0
"Olfr1202",0,0,0,0,0,0,0,0,0,0
"Olfr1204",0,0,0,0,0,0,0,0,0,0
"Olfr1206",0,0,0,0,0,0,0,0,0,0
"Olfr1198",0,0,0,0,0,0,0,0,0,0
"Olfr1205",0,0,0,0,0,0,0,0,0,0
"Olfr1208",0,0,0,0,0,0,0,0,0,0
"Olfr1209",0,0,0,0,0,0,0,0,0,0
"Olfr1211",0,0,0,0,0,0,0,0,0,0
"Olfr1212",0,0,0,0,0,0,0,0,0,0
"Olfr1213",0,0,0,0,0,0,0,0,0,0
"Olfr1214",0,0,0,0,0,0,0,0,0,0
"Olfr1215",0,0,0,0,0,0,0,0,0,0
