gene	ctrl_01	ctrl_02	ctrl_03	ctrl_04	tx_01	tx_02	tx_03	tx_04
Zfp985	1	0	0	0	0	0	0	0
Zfp979	0	0	0	0	0	0	0	0
Zfp534	0	0	0	0	1	0	0	2
Zfp984	954	942	990	1116	925	930	856	903
Rps19-ps3	37	32	32	42	37	34	29	37
Zfp933	315	285	330	298	306	305	300	288
Miip	900	798	798	802	683	777	751	764
Fv1	24	28	27	21	32	53	32	22
Mfn2	697	683	744	724	629	725	607	560
Plod1	73	72	63	45	34	63	46	46
2510039O18Rik	1041	883	1033	1112	910	1049	954	903
Nppb	1	0	0	0	0	0	0	0
Nppa	1	1	4	0	7	1	1	1
Clcn6	576	527	512	523	609	728	637	662
Mthfr	309	281	300	344	317	345	292	298
Gm13201	3	2	4	1	1	2	1	0
Agtrap	367	365	375	381	311	342	358	351
Draxin	0	0	2	0	1	0	0	0
Mad2l2	344	342	349	331	295	315	324	269
Fbxo6	145	142	172	156	132	147	114	124
Mir7022	0	0	0	0	0	0	0	0
Fbxo44	57	66	48	59	58	71	70	58
Fbxo2	4	3	4	8	1	2	3	3
Gm32603	0	0	0	0	0	0	0	0
Disp3	1	1	0	1	0	1	2	1
Ubiad1	479	431	505	489	443	499	423	460
Mtor	682	690	675	677	552	663	595	619
Angptl7	1	0	1	0	0	1	1	1
Gm24002	0	0	0	0	0	0	0	0
Exosc10	828	865	879	951	772	916	783	812
Srm	2236	1820	2191	2320	1853	1956	1856	1882
Masp2	33	36	25	22	27	24	26	24
Tardbp	3861	3886	3720	4094	3425	3803	3555	3449
Gm572	1	0	1	0	0	1	0	3
Gm32897	0	0	0	0	0	0	0	0
Gm42350	0	0	0	0	0	0	0	0
Casz1	50	60	68	44	36	67	44	40
Gm42352	0	0	0	0	0	0	0	0
Gm15969	0	0	0	0	0	0	0	0
Gm13205	54	48	58	37	44	52	45	41
Gm17029	7	4	5	5	6	6	6	6
Pex14	122	101	108	118	94	109	104	106
Gm42351	4	4	3	5	5	4	5	1
Gm46722	1	1	1	0	1	0	0	0
Dffa	428	396	399	480	379	417	371	420
Cort	15	2	8	6	8	8	9	8
Cenps	314	271	285	342	249	269	287	241
Pgd	723	724	702	873	719	807	765	722
Kif1b	108	110	89	132	73	111	88	83
Ube4b	1245	1270	1320	1348	1127	1301	1180	1087
Ube4bos3	19	12	12	17	10	18	6	10
Rbp7	0	2	0	1	0	0	0	0
Nmnat1	211	219	257	256	201	233	236	223
Tmem274	0	3	3	0	1	1	1	0
Lzic	663	591	621	594	598	664	606	576
Gm24381	0	0	0	0	0	0	0	0
Ctnnbip1	14	33	36	21	29	30	20	20
Mir5616	0	0	0	0	0	0	0	0
Clstn1	165	115	162	152	116	135	129	103
Pik3cd	1012	891	862	992	800	962	886	825
Mir7023	1	0	0	1	1	0	0	0
Tmem201	698	611	618	640	597	670	572	573
Slc25a33	5	2	4	7	9	4	7	8
Gm13073	0	0	2	2	0	1	0	0
Gm42354	0	0	0	0	0	0	0	0
Spsb1	21	19	19	16	22	30	23	16
Gm13070	0	1	0	0	0	0	0	1
H6pd	337	326	344	366	287	371	367	301
Gm13067	6	8	3	3	1	6	4	2
Mir34a	0	1	0	1	0	0	0	0
Gpr157	6	5	6	0	2	5	6	2
Slc2a5	0	0	0	0	0	0	0	0
Slc2a7	0	0	1	0	0	0	0	0
Car6	0	0	0	0	0	0	0	0
Eno1	27156	25745	27885	28957	23158	27095	24979	23863
Gm33415	3	3	1	0	2	2	2	2
Rere	70	74	67	63	53	58	46	70
Gm52709	0	0	1	0	0	0	0	0
Slc45a1	0	0	0	0	0	1	0	1
Gm36600	0	0	0	0	0	0	0	0
Gm51276	0	0	0	0	0	0	0	0
Gm42356	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0
Errfi1	1	0	0	0	0	0	0	0
Park7	1205	1148	1326	1332	1164	1406	1221	1104
Tnfrsf9	5600	5882	6342	6235	5772	6973	6320	6018
Gm23405	0	0	0	0	0	0	0	0
Gm30120	0	0	0	0	0	0	0	0
Per3	24	28	28	28	27	34	35	23
Uts2	0	0	0	0	0	0	0	0
Gm38529	0	0	0	2	2	2	3	3
Vamp3	0	0	0	1	3	1	2	0
Camta1	1027	975	878	735	902	1020	940	797
Gm13090	0	0	0	0	0	0	0	0
Gm46899	0	0	0	0	0	0	0	0
Gm52711	0	0	0	0	0	0	0	0
Gm30422	0	0	0	0	0	0	0	0
Gm45960	0	0	0	0	0	0	0	0
Gm30344	0	0	0	0	0	0	0	0
Gm38442	1	1	3	4	3	1	0	0
Gm52712	0	0	0	0	0	0	0	0
Gm52710	3	3	5	0	3	3	9	2
Gm42357	0	1	0	0	0	0	0	0
9230110K08Rik	3	1	1	2	1	1	0	2
Dnajc11	5616	5085	5300	6048	4789	5216	4896	4816
Thap3	755	767	769	755	683	744	690	642
Phf13	734	656	644	739	621	683	565	583
Klhl21	1351	1308	1374	1446	1162	1259	1139	1225
Zbtb48	805	735	788	824	774	867	807	715
Tas1r1	12	10	10	11	9	5	10	6
Nol9	6257	5841	6140	6671	5404	5818	5426	5598
Plekhg5	100	125	93	88	88	103	92	106
Tnfrsf25	70	98	86	89	82	87	82	85
Espn	146	146	166	162	110	165	112	118
Hes2	0	0	0	1	0	0	0	0
Gm30622	0	0	1	0	0	0	0	0
Acot7	6413	6043	6510	6818	5262	5878	5613	5482
Gpr153	5	5	13	12	6	4	9	11
Hes3	1	2	0	0	0	3	1	1
Icmt	3513	3209	3344	3589	2972	3240	2983	3107
Rnf207	6	4	8	5	4	2	7	7
9430083M05Rik	8	5	5	1	4	8	4	6
Rpl22	16287	15450	17064	17748	14479	16120	14938	14962
Chd5	25	23	30	14	22	24	22	20
Kcnab2	9822	9442	10041	10468	8273	9800	9093	8831
Nphp4	314	308	283	277	224	286	241	240
Gm30734	0	0	0	0	0	0	0	0
Gm833	0	0	0	0	0	0	0	0
Gm30851	0	0	0	0	0	0	0	0
Gm30911	0	0	0	0	0	0	0	0
Gm31055	0	0	0	0	0	0	0	0
Ajap1	0	0	0	0	0	0	0	0
Gm42358	0	0	0	0	0	0	0	0
Gm42359	0	0	0	0	0	0	0	0
Gm31118	0	0	0	0	0	0	0	0
Gm31180	0	0	0	0	0	0	0	0
Gm42360	0	0	0	0	0	0	0	0
Gm31239	0	0	0	0	0	0	0	0
Gm31353	0	0	0	0	0	0	0	0
Gm25880	0	0	0	0	0	0	0	0
BC039966	0	0	0	0	0	0	0	0
A430005L14Rik	1142	1167	1288	1335	1004	1106	996	1026
Dffb	855	806	857	792	714	800	687	639
Cep104	925	848	943	926	758	860	836	799
Gm31566	56	71	56	42	45	62	56	43
Lrrc47	3109	3010	3104	3360	2359	3044	2725	2665
Smim1	0	1	2	0	0	0	1	1
Ccdc27	5	0	0	3	0	2	0	0
Trp73	4	6	8	6	3	9	7	5
Gm26036	0	0	0	0	0	0	0	0
Wrap73	911	923	973	976	835	988	905	860
Tprgl	1751	1619	1874	1880	1580	1662	1499	1562
Megf6	1	0	0	3	4	4	0	3
Arhgef16	1	0	1	0	0	1	0	0
Gm52687	0	0	0	0	0	0	0	0
Prdm16	384	358	390	385	330	376	344	314
Gm52688	0	0	0	0	0	0	0	0
Gm13133	0	0	0	0	0	0	0	0
Gm52689	0	0	0	0	0	0	0	0
5930403L14Rik	0	0	0	0	0	0	0	0
Prdm16os	0	0	0	0	0	0	0	0
Gm13110	0	0	0	0	0	0	0	0
Actrt2	0	0	0	0	0	0	0	0
Ttc34	3	4	5	2	3	1	6	3
Gm13112	0	0	0	0	1	0	1	2
Mmel1	1	1	0	0	1	0	0	0
Prxl2b	20	24	29	14	21	18	30	23
Gm52690	0	0	1	2	1	0	0	3
Tnfrsf14	2696	2656	2742	2418	2158	2519	2252	2133
Hes5	1	2	1	0	3	1	3	2
Pank4	2185	2064	2256	2224	2150	2257	2050	2034
Gm42363	9	7	13	9	9	11	8	2
Plch2	9	8	12	21	17	6	8	8
Pex10	411	394	374	396	328	366	346	344
Rer1	5240	5137	5636	5944	4896	5396	4977	4998
Morn1	967	837	850	860	840	863	864	781
Ski	2403	2315	2371	2583	2107	2330	2111	2219
Gm42364	1	0	0	0	0	1	0	0
Gm52713	0	0	2	0	1	0	0	0
Gm33187	0	0	1	1	0	0	0	0
Faap20	1136	1075	1142	1211	973	1173	1039	1031
Prkcz	121	130	153	141	115	135	115	121
Gabrd	11	8	5	7	6	13	4	11
Cfap74	154	142	132	120	118	158	140	134
5830444B04Rik	56	47	72	58	48	80	48	41
Tmem52	1	3	2	2	0	0	1	0
Gnb1	14213	13780	14748	15867	12515	14342	13287	13010
Nadk	6881	6468	6884	7549	5980	6779	6108	6109
Slc35e2	2153	1853	2058	2016	1969	2036	1968	1824
Gm16023	79	79	61	53	63	68	74	59
Cdk11b	7122	6650	6859	7741	6067	6925	6429	6265
Mmp23	43	29	24	31	26	32	21	24
Mib2	1418	1261	1372	1354	1173	1356	1257	1160
Fndc10	40	64	62	54	50	51	61	63
Ssu72	1917	1901	1969	2044	1684	1890	1696	1712
Gm22573	7	7	4	6	18	11	10	8
1500002C15Rik	273	209	285	238	272	215	212	318
Tmem240	14	9	5	8	13	11	6	5
Atad3a	6875	6249	6625	7323	5805	6282	5832	6104
Atad3aos	35	24	37	27	26	26	33	18
Vwa1	23	20	21	27	18	23	24	12
Tmem88b	0	0	0	2	4	1	0	0
Ankrd65	1	1	0	1	0	2	0	1
Mrpl20	3308	3129	3562	3647	3042	3293	2895	3025
Ccnl2	10398	9581	10049	10063	10104	10401	9686	9927
Aurkaip1	2879	2643	3123	3030	2542	2765	2618	2558
Mxra8	15	13	20	13	12	7	15	11
Dvl1	3002	2590	2771	2784	2741	2829	2673	2646
Tas1r3	51	34	40	42	29	53	40	31
Cptp	777	720	781	891	666	681	671	669
Ints11	1444	1335	1564	1540	1153	1327	1264	1229
LOC115489960	81	54	62	60	58	54	50	47
Pusl1	835	739	803	909	770	816	718	772
Acap3	1635	1608	1620	1724	1568	1564	1574	1595
Ube2j2	2593	2384	2661	2885	2323	2591	2365	2489
C1qtnf12	703	647	654	749	679	712	727	633
Gm42365	35	41	35	29	49	42	34	33
B3galt6	533	570	562	681	526	497	500	530
Sdf4	13840	12956	14497	14921	12398	14108	12610	12608
Tnfrsf4	7092	6558	7141	7521	6350	6782	6212	6530
Gm16008	152	134	138	136	141	191	137	127
Gm25982	2	2	1	3	3	2	1	4
Tnfrsf18	5811	5750	6284	6171	5600	6729	5964	5926
Ttll10	1	5	7	1	4	5	4	0
Gm13648	1	3	1	0	2	1	1	0
Mir429	0	0	0	0	0	0	0	0
Mir200a	0	0	0	0	0	0	0	0
Mir200b	0	0	0	0	0	0	0	0
Gm52714	0	1	0	0	0	0	0	0
9430015G10Rik	2727	2482	2579	2399	2381	2621	2390	2438
Rnf223	84	69	66	74	93	67	78	58
Agrn	813	758	822	729	639	710	707	649
Gm46878	4	9	2	7	4	5	3	1
Isg15	281	257	311	274	177	161	134	168
Perm1	107	82	92	81	102	106	116	88
AW011738	41	45	32	42	31	36	30	36
Plekhn1	257	240	298	242	247	337	291	259
Klhl17	958	828	861	833	806	897	857	828
Mir7658	0	0	0	0	0	0	0	0
Noc2l	12943	11862	12587	13611	10468	12085	10907	11363
Gm52691	356	270	353	387	317	312	313	321
Samd11	20	36	25	36	25	30	20	26
Vmn2r129	1	0	0	0	0	0	0	0
Dhrsx	1110	1038	1109	1156	950	980	791	931
LOC115489312	16	19	18	15	19	13	17	11
Vmn2r122	0	0	0	0	0	0	0	0
LOC100041504	0	0	0	0	0	0	0	0
LOC115489314	0	0	0	0	0	0	0	0
LOC100043918	0	0	0	0	0	0	0	0
LOC100041536	0	0	0	0	0	0	0	0
LOC102636841	0	0	0	0	0	0	0	0
LOC100862324	0	0	0	0	0	0	0	0
LOC100862220	0	0	0	0	0	0	0	0
LOC100043921	0	0	0	0	0	0	0	0
LOC115489315	0	0	0	0	0	0	0	0
LOC100041593	0	0	0	0	0	0	0	0
LOC101055676	0	0	0	0	0	0	0	0
LOC100041599	0	0	0	0	0	0	0	0
LOC105247290	0	0	0	0	0	0	0	0
LOC100861969	0	0	0	0	0	0	0	0
LOC100861978	0	0	0	0	0	0	0	0
Ccl21c	0	0	0	0	0	0	0	0
LOC108168679	0	0	0	0	0	0	0	0
Gm7819	0	0	1	0	0	0	0	0
Gm13309	0	0	0	0	0	0	0	0
4933409K07Rik	0	0	0	0	0	0	0	0
LOC102640693	0	0	0	0	0	0	0	0
LOC100862043	0	0	0	0	0	0	0	0
Gm2506	0	0	0	0	0	0	0	0
Gm2002	0	0	0	0	0	0	0	0
LOC105247291	0	0	0	0	0	0	0	0
LOC108168680	0	0	0	0	0	0	0	0
Gm2192	0	0	0	0	0	0	0	0
Gm2023	0	0	0	0	0	0	0	0
Gm1987	0	0	0	0	0	0	0	0
Cd99	476	426	451	445	428	410	389	421
Gm15772	30	36	40	35	33	26	26	30
Gm36548	0	1	1	0	2	0	0	0
Gm36470	47	40	34	46	33	35	47	44
Cdk6	8663	8340	8553	8208	8212	8692	7876	8136
Gm29868	0	0	2	3	3	4	1	0
Fam133b	1834	1953	2124	2236	1867	2035	1784	1866
1700109H08Rik	95	105	119	93	103	120	113	95
Rbm48	453	461	504	523	405	403	415	433
Pex1	836	755	865	887	750	868	783	730
Gatad1	1833	1903	2118	2123	1709	1864	1717	1752
LOC108169020	0	0	0	0	0	0	1	0
Tmbim7	0	3	0	0	0	0	0	1
Ankib1	3336	3424	3562	3669	3010	3501	3116	3129
Krit1	2638	2668	2890	3065	2571	2837	2527	2655
Lrrd1	16	12	9	9	14	13	9	5
Mterf1a	223	214	237	255	224	199	193	208
Akap9	4005	3853	3771	3610	3262	3762	3537	3275
Gm51438	3	7	2	2	4	1	2	5
Gm40260	20	10	32	10	26	23	12	20
Cyp51	14437	13931	15292	16053	13830	15652	14006	13853
Mterf1b	230	219	235	260	241	256	217	217
Gm40261	0	0	0	0	0	0	0	0
Fzd1	0	0	0	0	0	0	0	0
Cdk14	0	0	1	1	0	1	1	1
Gm22897	0	0	0	0	0	0	0	0
Gm30151	0	0	0	0	0	1	0	0
Pttg1ip2	0	0	0	0	0	0	0	0
Gm30325	0	0	0	0	0	0	1	0
Cldn12	213	240	217	276	229	220	209	214
Gtpbp10	419	412	469	466	416	466	374	398
Gm8773	2	8	3	5	7	9	5	9
Cfap69	0	0	0	0	0	0	0	0
Gm40262	0	0	0	0	0	0	0	1
Steap2	0	0	0	0	1	0	0	1
Steap1	0	0	0	0	0	0	0	0
Gm46900	0	0	0	0	0	0	0	0
Gm5984	0	0	0	0	0	0	1	0
Gm23838	0	0	0	0	0	0	0	0
Zfp804b	0	0	0	0	0	0	0	0
Gm24525	0	0	0	0	0	0	0	0
Tex47	0	0	0	0	0	0	0	1
Gm30835	0	0	0	0	0	0	0	0
Steap4	0	0	0	0	0	0	0	0
Gm52802	0	0	0	0	0	0	0	0
Gm15731	0	0	0	0	0	0	0	0
Sri	3627	3604	4030	4014	3182	3788	3459	3379
Adam22	31	35	30	40	45	44	42	39
Gm23993	0	0	0	0	0	0	0	0
Dbf4	4019	3848	4520	4656	3860	4210	3881	3814
Slc25a40	581	686	679	632	643	691	638	623
Rundc3b	612	631	752	738	643	733	601	688
Abcb1a	233	241	257	246	223	257	236	243
Gm31157	0	0	0	2	0	0	0	0
Gm5106	15	18	13	14	13	21	20	11
Abcb1b	3510	3293	3398	3796	3513	3657	3424	3363
Abcb4	41	32	38	31	27	31	31	22
Gm31388	0	0	1	0	1	1	0	1
Crot	978	1023	1055	1047	847	1038	916	844
Gm40264	0	0	0	0	0	0	0	0
Gm31449	1	0	1	0	1	0	0	0
Tmem243	557	574	649	640	510	599	539	549
Dmtf1	2770	2722	2747	2899	2622	2844	2721	2667
Gm46901	11	14	11	14	9	8	6	9
Elapor2	5	5	9	12	5	16	10	11
Mir879	0	0	0	0	0	0	0	0
Grm3	0	0	0	0	0	0	0	0
Gm23312	0	0	0	0	0	0	0	0
Gm31831	1	0	0	0	0	0	0	0
Gm6455	0	0	0	0	0	0	0	0
Gm32266	0	0	0	0	0	0	0	0
Gm43358	0	0	0	0	0	0	0	0
Gm8871	0	0	0	0	0	0	0	0
4930558F17Rik	0	0	0	0	0	0	0	0
Gm32554	0	0	0	0	0	0	0	0
Gm5861	0	0	0	0	1	0	0	0
Gm4047	0	0	0	0	0	0	0	0
Gm33093	0	0	0	0	0	0	0	0
Gm8890	0	0	0	0	0	0	1	0
Gm32877	0	0	0	0	0	0	0	0
Speer1	0	1	0	0	0	0	0	0
1700108N06Rik	0	0	0	0	0	0	0	0
Gm8897	0	0	0	0	0	0	0	0
Gm52803	0	0	0	0	0	0	0	0
4930437M23Rik	0	0	0	0	0	0	0	0
Gm6460	0	0	0	0	0	0	0	0
Gm33847	0	0	0	0	0	0	0	0
Gm8922	0	0	0	0	0	0	0	0
LOC108169027	0	0	0	0	0	0	0	0
1700003C15Rik	0	0	0	0	0	0	0	0
Gm8926	0	0	0	0	0	0	0	0
Gm43132	0	0	0	0	0	0	0	0
Gm34493	0	0	0	0	0	0	0	0
Gm43131	0	0	0	0	0	0	0	0
4933402N22Rik	0	0	0	1	0	0	0	0
Sema3d	0	0	0	0	0	0	1	0
Sema3a	0	0	0	0	0	0	0	0
Gm52804	0	0	0	0	0	0	0	0
Gm6647	0	0	0	0	0	0	0	0
4930568A13Rik	0	0	0	0	0	0	0	0
Speer3	0	0	0	0	0	0	0	0
Gm6650	0	0	0	0	0	0	0	0
Sema3e	0	1	0	0	0	0	0	0
Pclo	0	0	0	1	0	0	0	1
Gm52805	0	0	0	0	0	0	0	0
Gm9758	0	0	0	0	0	0	0	0
Speer4e	0	0	0	0	0	0	0	0
Speer8-ps1	0	0	0	0	0	0	0	0
Gm10354	0	0	0	0	0	0	0	0
Gm17019	0	0	0	0	0	0	0	0
Gm21149	0	0	0	0	0	0	0	0
Gm21847	0	0	0	0	0	0	0	0
Gm21190	0	0	0	0	0	0	0	0
Gm30613	0	0	0	0	0	0	0	0
Gm21083	0	0	0	0	0	0	0	0
Gm30417	0	0	0	0	0	0	0	0
Speer4d	0	0	0	0	0	0	0	0
4930572O03Rik	0	0	0	0	0	0	0	0
Speer4cos	0	0	0	0	0	0	0	0
Speer4c	0	0	0	0	0	0	0	0
4930519H02Rik	0	0	0	0	0	0	0	0
Gm3510	0	0	0	0	0	0	0	0
Cacna2d1	0	2	1	1	1	1	1	1
Gm43000	0	0	0	0	0	0	0	0
Hgf	0	0	0	0	2	2	1	0
Gm31113	0	0	0	0	0	0	0	0
Gm28710	0	0	0	0	0	0	0	0
Speer4f2	0	0	0	0	0	0	0	0
Speer4f1	0	0	0	0	0	0	0	0
Gm31555	0	0	0	0	0	0	0	0
Sema3c	2	0	1	0	0	3	2	2
Cd36	48	33	37	64	63	58	51	83
Gm31612	0	0	0	0	0	0	0	0
Gnat3	0	0	0	0	0	0	0	0
Gnai1	1	0	2	6	1	1	1	3
Gm31752	0	0	0	0	0	0	0	0
Gm23822	0	0	0	0	0	0	0	0
4921504A21Rik	0	0	0	0	0	0	0	0
Magi2	26	27	26	17	26	21	28	24
Gm25335	0	0	0	0	0	0	0	0
Gm52766	0	0	0	0	0	0	0	0
Gm52765	0	0	0	0	0	0	0	0
Gm23570	0	0	0	0	0	0	0	0
Gm25761	0	0	0	0	0	0	0	0
Gm52764	0	0	0	0	0	0	0	0
Gm52763	0	0	0	0	0	0	0	0
Phtf2	1437	1440	1584	1619	1467	1499	1420	1453
Gm52806	53	63	69	47	40	54	40	58
Gm42219	4	0	0	1	0	1	0	0
Tmem60	470	485	531	506	492	549	464	427
Rsbn1l	2684	2761	3019	3020	2532	2826	2582	2528
A630072M18Rik	4	2	2	2	4	1	3	2
Ptpn12	864	872	963	978	737	882	795	805
Gm42221	1	0	2	1	0	0	1	0
Gm22490	0	0	0	0	0	0	0	0
Gm42222	0	0	0	0	0	0	0	0
Gsap	331	271	320	320	248	283	243	214
Ccdc146	1	0	0	5	3	3	1	4
LOC108169029	1	3	2	1	1	1	1	3
Fgl2	77	70	97	87	86	71	80	77
Fam185a	1647	1481	1594	1720	1435	1437	1372	1436
Fbxl13	30	22	25	15	29	26	16	21
Lrrc17	0	0	0	0	0	0	0	0
Armc10	2772	2733	2936	3044	2345	2691	2498	2426
Napepld	216	274	243	278	219	257	238	238
Gm51277	0	0	1	0	0	0	0	0
Pmpcb	3006	2907	3258	3422	2645	3005	2748	2870
Dnajc2	8716	8526	9284	10319	7675	8702	7952	8204
Psmc2	6390	5875	6855	7190	5879	6654	6013	6035
Slc26a5	0	0	1	0	0	0	0	1
Reln	0	0	0	0	0	0	0	0
LOC115490264	0	0	0	0	0	0	0	0
Gm42223	1	0	0	0	0	0	0	0
Orc5	1958	1991	2211	2229	1894	2197	1919	1816
Gm15421	40	45	56	44	61	62	47	41
Gm22887	2	0	2	2	0	2	1	3
6030443J06Rik	74	70	59	63	59	58	56	52
Gm42225	104	90	97	72	73	100	101	82
Gm9057	27	41	39	29	32	34	46	25
Gm24512	0	0	0	0	0	0	0	0
A930003O13Rik	0	0	0	0	0	0	1	0
Lhfpl3	0	3	2	1	4	0	1	3
Gm17434	1	1	0	1	0	4	0	1
5031425E22Rik	269	238	211	181	283	249	225	192
Kmt2e	5666	6030	6285	6061	5061	6486	6011	5583
Srpk2	2278	2273	2420	2506	2116	2449	2251	2106
AI506816	606	586	550	543	507	573	515	525
Gm42226	11515	10609	11138	11288	9859	11102	10375	10387
Gm50451	2	1	2	0	2	0	0	3
Pus7	4552	4428	4449	5000	4007	4119	3769	3975
Rint1	1564	1475	1544	1503	1357	1525	1472	1411
Tomm7	2940	2818	3164	3245	2673	2923	2799	2815
Gm42228	33	46	46	53	44	28	27	37
2700038G22Rik	1434	1046	1059	993	1519	1337	1097	1044
Snord93	8	3	4	7	4	5	10	7
Fam126a	2224	2309	2427	2352	2193	2442	2297	2275
Klhl7	638	613	677	639	558	611	604	539
Nupl2	651	638	744	759	567	706	657	612
Gm9836	16	15	21	27	25	16	29	18
Gm33476	0	0	0	0	0	0	0	0
Gm15589	0	1	0	0	0	1	0	0
Kcnh2	56	71	73	68	43	51	52	49
Nos3	12	13	15	10	13	15	19	15
Gm15587	0	1	0	0	1	0	0	0
Atg9b	625	628	712	636	553	615	583	541
Abcb8	2604	2483	2596	2493	2071	2415	2164	2120
Cdk5	715	691	792	757	632	799	691	717
Asic3	22	22	17	21	16	28	18	17
Slc4a2	1934	1743	1837	1936	1632	1725	1607	1646
Fastk	3488	3258	3464	3526	3086	3487	3204	3188
Tmub1	495	423	494	521	378	439	372	372
Agap3	3105	2799	2973	3077	2531	2785	2688	2639
Gbx1	0	5	2	2	1	2	0	1
Asb10	1	0	0	0	0	0	0	1
Iqca1l	0	1	0	0	0	0	1	0
Abcf2	9384	8701	9529	10424	7874	8865	8188	8488
Chpf2	1203	1151	1219	1279	1120	1297	1129	1123
Mir671	0	0	0	0	0	0	0	0
Smarcd3	88	66	87	84	60	83	68	70
1700022A21Rik	0	0	0	0	0	0	0	0
Nub1	4064	3957	4298	4354	3583	4031	3854	3530
Wdr86	81	105	88	68	93	89	85	85
Gm42231	0	0	0	0	0	0	0	0
Crygn	6	8	6	4	5	6	7	4
Gm33591	0	1	0	0	2	0	0	0
Rheb	1618	1647	1804	1911	1485	1707	1502	1516
Prkag2	754	761	825	790	665	820	745	708
Prkag2os1	9	5	10	14	11	11	7	13
Gm52767	0	0	0	0	2	0	1	0
1500035N22Rik	0	0	1	0	0	2	0	0
Gm42232	0	0	0	0	1	0	0	0
2900005J15Rik	0	0	0	0	0	0	0	0
LOC115490109	3	4	5	5	6	3	8	6
Gm33836	0	0	0	0	0	0	0	0
Galntl5	0	0	0	0	0	0	1	0
Galnt11	463	432	467	405	400	508	413	362
Kmt2c	3252	3270	2918	2744	2855	3095	3043	2889
4831440E17Rik	80	57	42	48	68	66	60	44
Gm22656	1	0	0	1	2	0	1	0
Cct8l1	1	1	0	0	0	1	0	0
1700096K18Rik	17	36	46	29	28	32	30	29
Gm46903	3	4	5	5	4	8	3	3
Gm42235	0	0	0	0	0	0	0	0
Gm42234	7	7	3	4	7	6	4	6
Xrcc2	1044	965	1012	1093	851	1096	940	955
Actr3b	74	64	58	74	57	82	64	57
Gm42237	8	2	4	2	8	2	7	5
Gm21663	0	0	0	0	0	0	0	0
Gm21671	0	0	0	0	0	0	0	0
Gm21680	0	0	0	0	0	0	0	0
Gm21698	0	0	0	0	0	0	0	0
Gm1979	0	0	0	0	0	0	0	0
Gm5862	0	0	0	0	0	0	0	0
Speer4a	0	0	0	0	0	0	0	0
Gm7347	0	0	0	0	0	0	0	0
Gm10471	0	0	0	0	0	0	0	0
Gm52807	0	0	0	0	0	0	0	0
5031410I06Rik	0	0	0	0	0	0	0	0
Gm46905	0	0	0	0	0	0	0	0
Gm10220	0	0	0	0	0	0	0	0
Gm46906	0	0	0	0	0	0	0	0
Gm34067	0	0	0	0	0	0	0	0
Gm7361	0	0	0	0	0	0	0	0
Gm34536	0	0	0	0	0	0	0	0
4930584F24Rik	0	0	0	0	0	0	0	0
Dpp6	0	0	0	0	0	0	0	0
Speer4b	0	0	0	0	0	0	0	0
Gm52769	0	0	0	0	0	0	0	0
Gm16058	0	0	0	0	0	0	0	0
Paxip1	6398	6170	6575	6680	5530	6262	5707	5628
Htr5a	0	0	0	0	0	0	0	0
Gm17695	0	0	0	0	1	0	0	0
Gm35223	0	1	0	0	0	0	0	0
Gm26608	0	1	2	1	4	0	1	0
Insig1	5744	5936	6577	6643	5505	6520	5950	5848
Gm35055	0	0	0	0	0	0	0	0
En2	1	0	0	0	0	0	0	0
Gm52808	0	0	0	0	0	0	0	0
Gm42242	0	0	0	0	0	0	0	0
Gm35395	0	0	0	0	0	0	0	0
Cnpy1	0	0	1	0	1	0	0	0
Gm35524	0	0	0	0	0	0	0	0
Gm35602	0	0	0	0	0	0	0	0
Rbm33	5581	5479	5612	5522	5009	5523	5263	4994
Shh	0	0	0	0	0	0	0	0
9530036O11Rik	0	0	0	0	0	0	0	0
Gm42243	0	0	0	0	0	0	0	0
Gm35688	0	0	0	0	0	0	0	0
Gm35881	0	0	0	0	0	0	0	0
Rnf32	6	13	13	7	10	5	12	9
Lmbr1	110	123	169	143	115	169	148	141
Gm42244	6	3	6	6	3	3	3	4
Gm36086	1	0	0	0	0	0	0	0
Nom1	3198	3067	3362	3543	2734	3137	2870	3034
Mnx1	2	0	0	1	0	0	2	0
Gm24538	0	0	0	0	0	0	0	0
Gm6083	0	0	0	0	0	0	0	0
Ube3c	3370	3314	3550	3824	3014	3339	3049	2985
Gm42245	1	2	5	2	5	2	2	5
Gm5129	1	1	0	4	1	2	1	1
Dnajb6	1904	1764	1983	2056	1641	1835	1687	1705
A230098N10Rik	2	3	2	3	2	1	3	1
Il6	1	1	0	0	4	0	1	1
Tyms	3672	3672	3855	3946	3428	3780	3441	3502
Gm4961	2	5	5	5	5	5	5	3
3110082J24Rik	0	0	0	0	0	0	0	0
Garem2	9	8	8	12	6	8	10	9
Hadha	6701	6522	7139	7279	5631	6711	6162	6004
Hadhb	1341	1329	1553	1574	1208	1413	1297	1294
Mir1960	0	0	1	0	1	0	0	0
Adgrf3	4	1	2	1	2	0	1	4
Selenoi	4447	4332	4539	4778	4111	4560	4117	4116
Drc1	34	26	34	40	23	27	28	34
Otof	0	0	0	0	0	0	0	0
Fam166c	0	0	0	0	0	0	0	0
Cib4	0	0	0	0	0	0	0	0
Gm40272	0	0	0	0	0	0	0	0
Gm9899	3	1	2	1	2	2	1	2
Kcnk3	1	0	1	0	2	4	0	0
Mir5625	0	0	0	0	0	0	0	0
Slc35f6	585	614	589	630	571	605	565	572
